110CLL	1228CLL	NC11_35	NC15_63	NC15_67
RNU6-520P	0	0	0	0	0
RNU6-522P	0	0	0	0	0
RNU6-525P	2.90331	8.42656	0.12354	2.64315	6.89638
RNU6-526P	3.15616	8.29807	6.45782	5.75976	4.24575
RNU6-527P	0	0	0	0	0
RNU6-528P	3.3119	2.65249	1.74766	3.36297	2.81576
RNU6-531P	0	0	0	0	0
RNU6-532P	0	0	0	0	0
RNU6-534P	0	0	0	0	0
RNU6-536P	0.3159	0	0	0.69944	0
RNU6-537P	1.3325	3.48714	6.29574	5.16065	4.21169
RNU6-539P	0	0	0	0	0
RNU6-541P	0	0	0	0	0
RNU6-542P	0	0.99788	0	0	0
RNU6-543P	0	0	0	0	0
RNU6-544P	0	0	0	0	0
RNU6-545P	0	0	0	0	0.38064
RNU6-546P	15.1587	5.99116	4.2925	3.69042	6.30088
RNU6-547P	0	0	0	0	0
RNU6-548P	0.02916	0.36062	0	0	0
RNU6-549P	0	0	0	0	0
RNU6-54P	0	0	0	0	0
RNU6-550P	10.7963	3.18087	16.513	0.05533	15.803
RNU6-551P	0.35991	0	0.0213	0.41776	0
RNU6-553P	0	0	0	0	0
RNU6-554P	0	0	0	0	0
RNU6-556P	6.41962	0.54834	0.10224	0.18108	1.26392
RNU6-558P	0	0.35568	0	0	0
RNU6-559P	0	0	0	0	0
RNU6-560P	0.36936	0	0	0	0
RNU6-562P	22.9887	19.4014	0.25134	2.25032	3.57708
RNU6-564P	0	0	0	0	0
RNU6-565P	0	0	0	0	0
RNU6-567P	0	0	0	0	0
RNU6-56P	0	0	0	0	0
RNU6-570P	0	0	0	0	0
RNU6-572P	0	0	0	0	0
RNU6-573P	0.15066	0.74594	0.14058	0.43295	1.24928
RNU6-574P	0	0	0	0	0
RNU6-576P	0.37947	0.30628	0	0	0.28792
RNU6-578P	5.56365	5.24544	3.98131	9.3346	12.3621
RNU6-579P	0	0	0	0	0
RNU6-581P	0	0	0	0	0.25864
RNU6-583P	0	0	0	0	0
RNU6-584P	1.03573	0.26676	0	0	0
RNU6-586P	0	0	0	0	0
RNU6-587P	0	0	0	0	0
RNU6-596P	0	0	0	0	0
RNU6-597P	0.57865	1.48694	0.41748	0.25671	1.74704
RNU6-599P	0	0	0	0	0
RNU6-603P	0.92904	0.41002	1.58996	0.78526	3.42105
RNU6-604P	1.60978	2.88471	0	0	0.488
RNU6-605P	0	0	0	0	0
RNU6-607P	0	0	0	0	0
RNU6-60P	0	0	0	0	0
RNU6-611P	0.55925	0	0	0	0
RNU6-612P	0	0	0	0	0
RNU6-613P	0	0	0	0	0
RNU6-614P	0	0	0	0	0
RNU6-615P	9.17222	11.953	1.39378	7.91978	2.29848
RNU6-617P	0	0	0	0	0
RNU6-618P	0	0	0	0	0
RNU6-619P	0.49606	0	0	0	0
RNU6-620P	0	1.27452	0.1917	0	0.61488
RNU6-621P	0	0	0	0	0
RNU6-622P	0	0	0	0	0
RNU6-624P	3.453	0.05928	4.96161	2.02874	5.79796
RNU6-625P	0.00972	0	0	0	0
RNU6-626P	0	0	0	0	0
RNU6-627P	1.82376	2.4847	0	0.80035	1.12728
RNU6-628P	0	0	0	0	0
RNU6-629P	0	0	0	0	0
RNU6-62P	0	0	0	0	0.24888
RNU6-633P	10.7915	13.4445	5.98454	7.22498	15.9444
RNU6-634P	0	0	0	0	0
RNU6-635P	0	0	0	0	0
RNU6-636P	0	3.89701	0	0	0
RNU6-63P	58.9134	59.8587	27.9963	56.9633	43.5436
RNU6-648P	0	0	0	0	0
RNU6-649P	0	0	0	0	0
RNU6-64P	0	0	0	0	0
RNU6-650P	0	0	0	0	0
RNU6-651P	0.33534	0	0	0	0
RNU6-652P	0	0	0	0	0
RNU6-654P	1.05557	1.29922	1.31314	2.66826	2.20088
RNU6-655P	1.05052	0	0	0	0
RNU6-656P	0	0	0	0	0
RNU6-659P	0	0	0	0	0
RNU6-65P	0	0.68172	0	0	0
RNU6-661P	91.1324	62.9554	127.59	63.8056	52.3333
RNU6-665P	0	0	0	0	0
RNU6-666P	0.43297	1.23994	0.3195	0.24144	1.23464
RNU6-668P	0	0	0	0	0
RNU6-669P	0.78771	0	0	0.6442	1.02968
RNU6-670P	8.55945	2.78592	3.85338	7.21483	8.56543
RNU6-674P	0	0	0	0	0
RNU6-678P	0	0	0	0	0
RNU6-682P	0	0	0	0	0
RNU6-685P	0	0	0	0	0
RNU6-686P	0	0	0	0	0
RNU6-689P	0	0	0	0	0
RNU6-68P	6.71146	1.7537	3.19712	4.87867	2.05448
RNU6-690P	0	0	0	0	0.01464
RNU6-692P	0	0	0	0	0
RNU6-696P	0	0	0	0	0
RNU6-697P	0	0	0	0	0
RNU6-698P	0	0	0	0	0
RNU6-699P	0	0	0	0	0
RNU6-6P	0	0	0	0	0
RNU6-7	8.30656	10.3575	8.99834	26.8958	24.8417
RNU6-701P	10.5338	12.0318	12.2633	11.2577	13.7969
RNU6-703P	0	0	0	0	0
RNU6-705P	0	0	0	0	0
RNU6-706P	11.0103	3.32422	5.84388	9.2941	10.981
RNU6-709P	0	0	0	0	0
RNU6-712P	0	0	0	0	0
RNU6-714P	1.98439	0.741	0	0.14084	0
RNU6-719P	0	1.04728	0	0	0
RNU6-71P	8.15076	8.97957	14.8038	15.2704	23.441
RNU6-723P	0.09234	0.5187	0	0.31689	0
RNU6-728P	0	0	0	0	0
RNU6-729P	9.04585	9.67111	11.7817	13.8959	17.5601
RNU6-731P	3.00064	2.99812	0.89959	0.64906	2.6596
RNU6-738P	0.23814	0.988	0.82292	1.42461	1.16632
RNU6-739P	0	0	0	0	0
RNU6-73P	1.16234	1.23006	2.62591	4.36493	4.54836
RNU6-742P	0	0	0	0	0
RNU6-743P	10.3392	8.76225	2.46382	3.46888	2.27408
RNU6-744P	0.32076	1.09668	0	0	0.28304
RNU6-745P	6.94488	0.02964	5.39655	9.71194	8.39464
RNU6-746P	0	0	0.33228	0	0
RNU6-74P	0.91429	0	1.21923	0.85595	0.20008
RNU6-750P	5.49565	2.04516	2.25499	1.48004	1.1224
RNU6-753P	0	0	0	0	0
RNU6-754P	0.78319	1.91178	1.475	5.27645	0.8784
RNU6-756P	0	0	0	0	0
RNU6-757P	0	0	0	0	0
RNU6-760P	0	0	0	0	0
RNU6-762P	0	0	0	0	0
RNU6-763P	0.14094	0.42978	0.93375	0.33219	0.244
RNU6-765P	0	0	0	0	0
RNU6-767P	0	0	0	0	0
RNU6-769P	6.30778	12.9557	4.40749	3.9774	6.90128
RNU6-76P	0.62726	0.31616	0.18744	1.01669	0
RNU6-770P	0	0	0	0	0
RNU6-774P	0	0	0	0	0
RNU6-776P	0	0	0	0	0
RNU6-778P	0	0	0	0	0
RNU6-77P	0	0	0	0	0
RNU6-780P	0	0	0	0	0
RNU6-781P	0	0	0	0	0
RNU6-782P	0	0	0	0	0
RNU6-783P	0.34992	1.27946	0	0.69483	1.0248
RNU6-785P	0	0	0	0	0
RNU6-786P	0	0	0	0	0
RNU6-78P	0	0	0	0.26175	1.6104
RNU6-790P	0	0	0	0	0
RNU6-793P	0	0	0	0	0
RNU6-799P	0	0	0	0	0
RNU6-800P	2.6944	2.03034	0.86995	2.93006	4.9635
RNU6-805P	0	0	0	1.12256	0.5856
RNU6-808P	0	0	0	0	0
RNU6-810P	0.15552	0.06422	0	0	1.40544
RNU6-811P	0	0.63232	0	0	0
RNU6-812P	0	0	0	0	0
RNU6-816P	6.58987	2.45518	0.51136	4.6018	5.43685
RNU6-818P	0	0	0	0	0
RNU6-81P	110.702	186.94	6.99483	5.60875	10.6539
RNU6-826P	0	0	0	0	0
RNU6-827P	0	0	0	0	0
RNU6-828P	1.48822	3.50199	0.53271	2.07906	0.26352
RNU6-829P	2.62141	8.58952	3.60189	8.35779	3.3916
RNU6-82P	10.4804	23.3922	31.1633	19.5097	30.1321
RNU6-830P	0	0	0	0	0
RNU6-832P	0	0	0	0	0
RNU6-833P	0	0	0	0	0
RNU6-834P	0.37918	0	0	0	0
RNU6-836P	1.34691	1.78334	1.27023	2.68334	1.69824
RNU6-839P	3.80329	1.54622	1.71377	4.24427	3.29888
RNU6-83P	0	0	0	0	0
RNU6-840P	8.94343	9.75003	9.06648	3.48412	2.99652
RNU6-842P	0	0	0	0	0
RNU6-847P	0	1.2103	0	0.20623	0.05856
RNU6-848P	0	0	0	0	0
RNU6-853P	0	0	0	0	0
RNU6-854P	1.59032	7.30014	6.49188	6.71144	5.82262
RNU6-855P	0	0	0	0	0
RNU6-857P	21.6123	31.2357	37.8682	63.146	45.8278
RNU6-858P	0	0	0	0	0
RNU6-85P	0	0	0	0	0
RNU6-860P	20.5084	21.056	3.35043	4.84842	9.17543
RNU6-863P	0	0.67184	12.0503	23.3412	26.6181
RNU6-865P	9.15767	13.7311	17.7534	23.1146	17.028
RNU6-867P	0	0	1.93089	4.08314	9.28762
RNU6-869P	0	0	0	0	0
RNU6-874P	0	0	0	0	0
RNU6-875P	0	0	0	0.7049	0.37088
RNU6-877P	12.5714	10.7774	6.67947	14.4548	19.6878
RNU6-878P	6.7892	2.23288	1.14238	1.88278	0.65392
RNU6-879P	0	0	0	0	0
RNU6-880P	0.16524	0	0	0	0
RNU6-881P	0	0	0	0	0
RNU6-887P	8.51576	9.72525	0.87396	1.60081	2.59616
RNU6-889P	2.7284	2.96389	2.05481	0	0.06344
RNU6-890P	11.5746	10.2734	17.8004	5.08	8.83386
RNU6-891P	0	0	0	0	0
RNU6-892P	0	0	0	0	0
RNU6-894P	2.08636	5.69494	1.53895	5.73972	4.5972
RNU6-895P	0	0	0	0	0
RNU6-896P	0	0	0	0	0
RNU6-897P	0	0	0	0	0
RNU6-9	0	0	0	0.62894	0
RNU6-900P	53.6854	45.4657	45.1485	16.1919	31.4986
RNU6-906P	0	0	0	0	0
RNU6-907P	0	0	0	0.12575	0
RNU6-908P	0	0	0	0	0
RNU6-909P	1.53682	0	0	0.85061	0.2684
RNU6-90P	0	0	0	0	0
RNU6-911P	0	0	0	0	0
RNU6-912P	0	0	0	0	0
RNU6-918P	0	0	0	0	0
RNU6-919P	0	0	0	0	0
RNU6-91P	0	0	0	0	0
RNU6-926P	0	0	0	0	0
RNU6-927P	0	0	0	0	0
RNU6-928P	0	0	0	0	0
RNU6-92P	0	0	0	0	0
RNU6-930P	24.8658	21.9501	1.35133	0.48791	8.87267
RNU6-931P	0	0.78546	0.56298	1.53035	0.35624
RNU6-934P	0.80746	0	0	0	0
RNU6-935P	6.11318	5.08725	0.28987	3.31801	7.03795
RNU6-936P	0.81208	0.28652	1.80304	4.81319	2.7865
RNU6-940P	0	0	0.2769	0	0
RNU6-941P	0	0	0	0	0
RNU6-942P	0	0	0	0	0
RNU6-944P	14.9057	8.89056	4.82955	17.4657	16.5205
RNU6-947P	0.2187	0.02964	0.64808	2.04389	0.6832
RNU6-951P	0	0	0	0	0
RNU6-952P	0	0	0	0	0
RNU6-956P	0	0	0	0	0
RNU6-958P	8.77822	4.85537	0.50708	2.85468	5.52468
RNU6-959P	0	0	0	0	0
RNU6-95P	0.36936	0	0	0	0.36112
RNU6-961P	0	0	0	0.01509	0
RNU6-966P	0	0.52858	0	0	0
RNU6-968P	0	0	0	0	0
RNU6-971P	0	0.25688	0.13206	0	0
RNU6-972P	0	0	0	0	0
RNU6-975P	0	0	0	0	0
RNU6-976P	0	0	0	0	0
RNU6-977P	7.12483	11.9282	0.31098	3.22718	0.13664
RNU6-978P	7.9077	8.5895	3.72559	2.92508	8.39453
RNU6-97P	0	0	0	0	0
RNU6-987P	0.4617	0.57304	2.09303	0.58865	1.81048
RNU6-988P	0	0	0	0	0
RNU6-990P	0	0	0	0	0
RNU6-992P	15.251	5.84789	5.6225	3.80125	3.82121
RNU6-994P	0	0	0	0	0
RNU6-995P	0	0	0	0	0
RNU6-998P	0	0	0	0	0
RNU6-999P	0.26244	0.51376	3.48685	1.92303	1.70312
RNU6-99P	0.36936	1.17572	0.14484	1.03694	0.6588
RNU6ATAC10P	0	0	0	0	0
RNU6ATAC11P	0.55404	0	0	0.97679	0.07808
RNU6ATAC12P	0	0	0	0	0
RNU6ATAC13P	7.55771	36.2096	0	0.67954	0
RNU6ATAC14P	0	0	0	0	0
RNU6ATAC16P	1.40066	1.31404	0.16188	0.72986	0.03416
RNU6ATAC17P	0	0	0	0	0
RNU6ATAC19P	0	0	0	0	0
RNU6ATAC21P	0.78796	0	0	0	0.07808
RNU6ATAC23P	0	0	0	0	0
RNU6ATAC25P	0	0	0	0	0
RNU6ATAC26P	0	0	0	0.47282	0
RNU6ATAC27P	3.94902	3.74408	1.32583	1.61076	1.91784
RNU6ATAC28P	1.00205	2.78612	0	0	0.37088
RNU6ATAC30P	0	0	0	0	0
RNU6ATAC35P	0	0	0	0	0
RNU6ATAC36P	0	0	0	0	0
RNU6ATAC37P	0	0	0	0	0
RNU6ATAC38P	0	0	0	0	0
RNU6ATAC39P	3.26347	2.93436	1.31298	1.6162	1.86416
RNU6ATAC3P	0	0	0	0	0
RNU6ATAC40P	2.62611	2.93416	12.35746	5.91542	7.89115
RNU6ATAC42P	41.0215	72.8736	37.1052	57.497	68.6342
RNU6ATAC5P	0	0	0	0	0
RNU6ATAC6P	0.32562	0	0	0	0
RNU6ATAC8P	0	0	0	0	0
RNU6ATAC9P	0	0	0	0	0
RNU7-1	0	0	0	0.18126	0.15616
RNU7-105P	0	0	0	0	0
RNU7-10P	0.00486	1.59558	0	0	0.40016
RNU7-110P	0	0.05928	0	0	0
RNU7-111P	0.13608	6.85067	0.43486	0.51357	1.1468
RNU7-116P	0	0	0	0	0
RNU7-11P	0	0	0	0	0
RNU7-125P	0	0	0	0	0
RNU7-127P	0	0	0	0	0
RNU7-128P	0	0	0	0	0
RNU7-129P	5.5247	9.00432	3.55505	4.88887	3.20647
RNU7-133P	0	0	0	0	0
RNU7-138P	0	0	0	0	0
RNU7-143P	0.10206	0	0	0.44288	0.17568
RNU7-147P	0	0	0	0	0
RNU7-153P	0	0	0	0	0
RNU7-154P	0	0	0	0	0
RNU7-157P	0	0	0	0	0
RNU7-160P	6.17634	6.84567	1.96069	1.48511	1.22
RNU7-165P	0	0	0	0	0
RNU7-167P	0	0	0	0	0
RNU7-169P	0.45731	0.23712	0.2556	0	0
RNU7-170P	0	0	0	0	0
RNU7-171P	0	0	0	0	0
RNU7-174P	0	0	0	0	0
RNU7-182P	0	0	0	0	0
RNU7-183P	0	0	0	0	0
RNU7-185P	2.81097	2.71147	1.55583	2.61811	4.50483
RNU7-187P	2.53869	2.47454	0	0.13581	0.22936
RNU7-188P	0	0	0	0	0
RNU7-18P	0	0	0	0	0
RNU7-193P	0.01458	3.6007	0.0213	0.04024	0.13176
RNU7-194P	0	0	0	0	0.20008
RNU7-195P	5.64155	4.02549	3.69149	7.14926	4.25107
RNU7-19P	0	0	0	0	0
RNU7-200P	0	0	0.29422	0.17605	0
RNU7-20P	0	0.5434	0	0	0
RNU7-21P	0	0	0	0	0
RNU7-22P	37.7388	24.2516	74.1037	42.4481	44.5978
RNU7-23P	0	0	3.21823	2.18004	2.36192
RNU7-25P	0.99214	0	0	0	0
RNU7-27P	0	0	0	0	0
RNU7-2P	0	0	0	0	0
RNU7-30P	0	0	0	0	0
RNU7-34P	0	0	0	0	0
RNU7-35P	0	0.36556	0	0	0
RNU7-3P	0	0	0	0	0
RNU7-43P	0.88515	0.0988	0.80577	1.00175	2.36192
RNU7-45P	0.59345	0.4693	0	0.27184	0.62952
RNU7-47P	0	0	0	0	0
RNU7-48P	0	0	0	0	0
RNU7-49P	0	0	0	0	0
RNU7-4P	0	0	0	0	0
RNU7-50P	0.72954	2.00535	1.35139	0.32224	2.73779
RNU7-51P	4.99469	13.1483	0.45181	7.48167	2.06424
RNU7-52P	0	0	0	0	0
RNU7-55P	0	0	0	0	0
RNU7-56P	0	0	0	0	0
RNU7-57P	1.46877	0.55328	0	0.14587	0.73688
RNU7-60P	0	0.46436	0	0	0
RNU7-67P	0.1701	0	0	0	0
RNU7-6P	0	0	0	0	0
RNU7-75P	0.08757	0	0	0	0
RNU7-77P	0	0	0	0	0
RNU7-7P	0	0	0	0	0
RNU7-81P	0.2189	1.20037	0.213	0	0.05856
RNU7-88P	0.7928	3.7933	0.00853	0.22635	0.09272
RNU7-8P	0	0	0	0	0
RNU7-90P	0	0	0	0	0
RNU7-92P	0	0	0	0	0
RNU7-93P	0	0	0	0	0
RNU7-99P	0	0	0	0	0
RNU7-9P	7.30938	5.50234	4.63773	4.7579	3.86069
RNVU1-14	352.274	704.212	2374.49	1749.58	2607.78
RNVU1-15	104.745	244.542	411.652	794.124	842.18
RNVU1-3	30.4732	73.9602	44.7052	62.1592	82.2018
RNVU1-4	33.469	84.5499	267.246	214.154	279.544
RNY1P10	0	0	0	0	0
RNY1P11	0	0	0	0	0
RNY1P13	53.9335	76.5582	40.8775	52.5226	51.0986
RNY1P16	0	0	0	0	0
RNY1P8	0	0	0	0	0
RNY3	2.25658	6.56425	4.70585	2.65317	1.4152
RNY3P10	0	0	0	0	0
RNY3P11	0	0	0	0	0
RNY3P12	7.54796	7.89765	3.34617	3.56444	7.06701
RNY3P13	0	0	0	0	0
RNY3P14	0.7589	0.38532	0	0	0
RNY3P15	0.1944	0	0	0	0.17568
RNY3P16	0	0	0	0	0
RNY3P2	0	0	0	0	0
RNY3P5	0	0	0	0	0
RNY3P7	17.9794	17.1934	6.90965	11.7863	11.6642
RNY3P9	10.4366	24.0344	18.7381	43.3896	41.3376
RNY4	0.5786	2.24753	0	0.735	0.37576
RNY4P10	0	0.47918	0	0	0
RNY4P16	0	0.37544	0	0	0
RNY4P17	0	0	0	0	0
RNY4P23	0	0	0	0	0
RNY4P24	0.28217	7.68058	0.28968	0.86584	1.08336
RNY4P25	14.755	10.2241	7.77907	12.8486	12.3132
RNY4P3	0	0	0	0	0
RNY4P34	0	0.03952	2.30184	1.26362	2.64008
RNY4P6	0	0.33592	0	0	0
ROBO2	4875.5354	5802.74836	3089.73864	2232.97373	2396.96332
ROBO3	0	0	0	0	0
ROCK1P1	0	0.2223	0.24708	0	0
ROM1	70.39544	129.18053	9.38108	8.45403	22.22352
ROMO1	0	0	0	0	0
ROPN1B	0	0	0	0	0
ROPN1L	414.74264	257.28685	267.68241	156.35388	166.84144
ROR1	6310.5462	6694.1387	368.16342	140.0768	82.73651
RORA-AS1	0	0	0	0	0
RORA-AS2	0	0	0	0	0
RORB	1.47896	0	0	0.7545	0
RP1	76.54554	34.6602	18.37707	19.24072	20.58006
RP1L1	6.15282	2.06492	38.84912	124.01618	138.16256
RP2	0	0.37544	0	1.52057	0
RPA1	1749.43292	1253.70202	1069.30099	2439.02112	2739.84642
RPA2P1	0	0	0	0	0
RPA2P3	0	0	0	0	0
RPA4	0.73913	0	0.64752	0	0
RPAIN	0	0	0	0.29677	0
RPAP2	2381.59984	2172.84946	2500.6296	1326.81787	1072.16468
RPARP-AS1	0	0	0	0	0
RPE	0	0	0	0	0
RPEL1	0	0	0	0	0
RPEP2	0	0.20748	0.16188	0	0
RPEP3	15.3874	11.3864	36.0959	63.9369	39.2979
RPEP4	0	0	0	0	0
RPEP6	0	0	0	0	0
RPF1	1988.7252	1570.8658	2988.428	1280.3967	1355.3568
RPF2	2.187	391.87428	2.02896	4.81499	5.91456
RPF2P1	0	0	0	0	0
RPF2P2	0	0	0	0	0
RPGRIP1	978.24285	935.87276	380.72146	642.27497	1752.74129
RPH3A	767.39756	670.86356	493.9295	693.15737	533.9618
RPIA	114.51201	286.1342	88.47143	161.74209	195.96649
RPL10	8.22379	5.32038	3.4973	7.89488	5.69984
RPL10A	112.1728	85.14772	18.68253	31.7351	22.55536
RPL10AP2	0	0	0	0.38228	0
RPL10AP5	0.81162	0.75088	1.15909	1.5244	11.2777
RPL10P15	12.4647	10.4664	1.24035	10.1196	11.2875
RPL10P18	0	0	0	0	0
RPL10P19	2.94673	0.33592	0.64828	0	0
RPL10P2	0.73885	0	0	0	0
RPL10P4	1.53194	0.70148	0	0	1.9764
RPL10P6	0	0	0	0	0
RPL10P8	0.20412	0	0	0	0
RPL10P9	0	0	0	0	0
RPL11	169941.377	146027.0315	295292.054	150816.18	141019.868
RPL11P3	0	0	0	0	0
RPL12P10	0	0.17784	0	0	0
RPL12P11	13.554	1.62032	1.2619	6.05134	10.3999
RPL12P13	0.3645	0	0	0	0.74176
RPL12P14	0.73891	0	2.02952	4.31896	1.01016
RPL12P16	0	0	0	0	0
RPL12P18	0	0	0	0	0
RPL12P19	11.2976	7.22225	1.71756	5.26567	2.67912
RPL12P2	0	0.3458	0	0	0
RPL12P20	0	0	5.37499	8.84037	4.61648
RPL12P23	0	0	0	0	0
RPL12P25	0	0	0	0	0
RPL12P30	0	0	0	0	0
RPL12P32	0	0	0	0	0
RPL12P33	0	0	0	0	0
RPL12P34	0	0	0	0	0
RPL12P36	2.99117	6.34767	0.97203	3.8266	2.06912
RPL12P37	0.73913	0	0	0	0
RPL12P39	69.7095	104.312	4.0453	1.89795	2.0984
RPL12P4	24.7153	48.5284	24.0795	21.1156	26.0176
RPL12P40	0	0	0	0	0
RPL12P41	0	0.75088	0	0	0.732
RPL12P43	0	0	0	0	0
RPL12P44	2.41706	1.24488	3.39729	1.95854	2.3424
RPL12P45	0	0	0	0.02515	0
RPL12P46	0	0	0.03408	0	0
RPL12P47	0	0	0	0	0
RPL12P48	14.2444	4.40643	6.81614	4.87835	5.94872
RPL12P49	0	0	0	0	0
RPL12P5	0	0	0.64755	0	0
RPL12P7	0	0	0	0	0
RPL12P8	0	0	0	0	0
RPL13	721.97094	1679.0763	730.60624	1319.19369	1677.32077
RPL13A	0	0	0	0	0
RPL13AP	0	0	0	0	0
RPL13AP17	0.62253	0	0	0.46276	0
RPL13AP20	0	0	0	0	0
RPL13AP23	0	0	0	0	0
RPL13AP3	0	0	0	0	0
RPL13AP5	100.465	115.099	141.733	151.466	144.013
RPL13AP7	360.809	229.418	451.677	193.058	174.911
RPL13P	0.44712	0	0.99684	2.17296	2.96704
RPL13P2	0.42282	0.74594	0	0	0
RPL13P4	5.11125	1.50176	0	0	0
RPL13P5	160.07702	242.36889	219.5705	245.53437	234.94242
RPL13P6	0	0	0	0	0
RPL14	205.61857	127.33407	42.18941	68.29295	58.83332
RPL14P1	0	0	0	0	0
RPL15	38.92536	47.19182	7.25052	6.54972	14.3716
RPL15P13	0	0	0	0	0
RPL15P14	0	0	0	0.76456	0
RPL15P3	4.67308	0.5187	2.71972	1.52983	5.22648
RPL15P4	0.94791	1.482	16.33017	16.4378	12.02924
RPL17P12	1.56599	0.07904	0	1.60085	1.45424
RPL17P17	0.73872	0	0	0	0
RPL17P19	0.73386	0.1482	0	0	0
RPL17P20	0	0	0	0	0
RPL17P22	0	0	0	0	0
RPL17P26	0	0	0	0	0
RPL17P33	0	0	0	0	0
RPL17P41	0	0	0	0	0
RPL17P43	0.51056	0	0.64789	1.91292	1.11264
RPL17P44	0	0	0.48593	0	0
RPL17P46	10.0769	6.26852	1.03534	6.81112	2.99632
RPL18A	1.26846	0	0	0	0
RPL18AP14	0	0	0	0	0
RPL18AP16	1372.67	1143.54	2812.12	1500.36	1365.23
RPL18AP3	0	0	0	0	0
RPL18AP8	0	0	0	0	0
RPL18P1	0	0	0	0	0
RPL18P10	0	0	0	0	0.69296
RPL19	11.1539	22.30313	6.21604	11.48514	72.2484
RPL19P1	0	0	0	0	0
RPL19P11	119.943	112.387	148.2	292.61	274.868
RPL19P13	196.986	126.218	130.361	107.396	105.647
RPL19P14	0	0	0	0	0
RPL19P20	150.026	87.7208	89.1214	36.3554	57.9006
RPL19P21	26.6607	9.96327	8.45295	4.40018	3.15248
RPL21	290.19976	193.48901	434.84063	679.31351	475.51831
RPL21P1	0	0	0	0	0
RPL21P103	7.63074	5.29568	0	9.65063	4.6848
RPL21P104	10.0574	11.7855	4.12303	9.88743	5.22648
RPL21P106	0.30156	0.33097	0.10662	0.01006	0.05856
RPL21P109	0	0	0	0	0
RPL21P110	0	0	0	0	0
RPL21P111	0	0	0	0	0
RPL21P12	0	0	0	0	0
RPL21P120	0	0	0	0	1.10288
RPL21P121	0	0	0	0	0
RPL21P126	0	0	0.63048	0	0
RPL21P129	0.83678	0	1.63622	2.76307	3.89912
RPL21P13	0	0	0	0	0
RPL21P132	0	0	0	0	0
RPL21P133	0	0	0	0	0
RPL21P134	1.32725	0.16302	0.1917	0.11569	0.2196
RPL21P135	3.46159	0.97318	0	0	0.61
RPL21P17	0.30163	0	0.64752	0	0.60512
RPL21P18	0	0	0	0	0
RPL21P23	1.8524	0	0	0.76456	0.37088
RPL21P3	0	0	0	0	0
RPL21P33	0	0	0	0	0
RPL21P38	190.581	189.859	292.907	296.91	192.032
RPL21P4	0	0	0	0	0.3416
RPL21P40	271.958	145.604	206.591	223.74	213.252
RPL21P41	0	0	0	0	0
RPL21P42	5.05755	2.24276	3.23144	3.50329	3.58192
RPL21P47	0	0	0	0	0
RPL21P54	0.36936	0	0.42644	0	0
RPL21P65	0	0	0	0	0
RPL21P67	0	0	0	0	0
RPL21P71	4.80481	25.5213	7.2468	17.84793	14.69994
RPL21P75	0	0	0	0	0
RPL21P88	0	0	0	0.7653	0
RPL21P89	0	0	0	0	0
RPL21P9	0	0	0	0	0
RPL21P91	0	0	0	0	0
RPL21P92	0	0	0	0	0
RPL22P10	0	0	0	0	0
RPL22P12	0.42768	0	0	0	0
RPL22P13	27.7307	24.0639	21.6837	29.8612	18.1701
RPL22P14	22.0845	18.5072	3.75129	5.03449	8.98412
RPL22P18	0	0	0	0	0
RPL22P20	0	0	0	0	0
RPL22P21	0	0	0	0	0.28792
RPL22P8	3.81769	8.36268	11.6584	27.1323	32.2209
RPL23A	66.774	53.64608	74.87175	84.91204	72.20548
RPL23AP12	3.85189	8.84175	0.69938	2.74868	11.7759
RPL23AP14	0	0	0	0	0
RPL23AP16	0	0	0	0	0
RPL23AP17	16.5788	18.4975	11.1727	10.2748	10.824
RPL23AP19	0	0	0.43503	0	1.48352
RPL23AP2	0	1.50176	0.35784	0.76459	2.10816
RPL23AP20	0	0	0	0	0
RPL23AP23	126.955	162.635	174.196	467.438	543.704
RPL23AP25	4.07055	2.7417	1.05721	2.36589	1.01504
RPL23AP26	1.21515	1.51658	0.62638	3.89126	2.9036
RPL23AP27	0	1.38814	0	0	0
RPL23AP29	0	0	0	0	0
RPL23AP30	0	0	0	0	0
RPL23AP31	0	0	0	0	0
RPL23AP32	0	0	0	0	0.17568
RPL23AP34	0	0	0	0	0
RPL23AP39	38.7457	6.75182	124.031	23.4365	95.7986
RPL23AP4	33.1045	33.4724	19.7957	21.6991	28.7559
RPL23AP40	0	0	0	0	0
RPL23AP41	0	0	0	0	0
RPL23AP43	38.9793	41.3366	27.046	32.4537	31.1033
RPL23AP45	0	0	0	0	0
RPL23AP47	5.45181	25.2097	0	0	0
RPL23AP50	3.51112	3.29004	16.2661	43.9837	40.6941
RPL23AP54	0	0	0	0	0
RPL23AP55	0	0	0	0	0
RPL23AP57	16.4722	8.86597	9.09268	12.7426	17.2368
RPL23AP59	0	0	0	0	0
RPL23AP60	0	0	0	0	0
RPL23AP61	0	0.75088	0.67308	0	0
RPL23AP63	10.8987	11.6967	5.40501	4.27893	1.11264
RPL23AP65	6.19079	7.16751	2.23343	0	1.13216
RPL23AP66	87.8888	137.508	160.2626	202.206	134.75
RPL23AP67	0	0	0	0	0
RPL23AP69	1.4782	16.1169	16.923	21.6491	13.2931
RPL23AP71	0	0	0	0	0
RPL23AP73	0	0	0	0	0
RPL23AP74	0	0	0	0	0
RPL23AP8	0	0	0	0	0
RPL23AP81	46.7313	58.5246	37.9454	50.7306	56.4039
RPL23AP82	519.17506	924.622629999999	364.65909	448.8074	729.51206
